Container has 1000 elements
1. "sKJt5AkLHhxXNY", Hash=88; Replacements: 2 (N-O B-j); Result: "sKJt5AkLHhxXOY"
180. "RQLxn", Hash=93.8; Replacements: 12 (G-193 R-49 s-220 x-219 I-22 W-170 h-40 y-82 N-159 e-15 4-128 M-218); Result: [49 81 76 219 110]
181. "U6FHGlpZQKzV", Hash=85.5; Replacements: 8 (n-B w-4 2-N T-  l-E q-g L-2 R-S); Result: "U6FHGEpZQKzV"
182. "oOGbv6y4GnjZ 9j2Dqk", Hash=84.9474; Replacements: 16 (m-166 2-89 U-163 s-178 8-119 7-167 F-239 W-155 S-161 o-84 M-140 1-149 X-45 c-233 L-244 w-81); Result: [84 79 71 98 118 54 121 52 71 110 106 90 32 57 106 89 68 113 107]
183. "TmhzuTewzGDQSlk9aA", Hash=94.3889; Shift: 14; Result: "[û]Y›û—T‘⁄NXP"
184. "", Hash=0; Shift: 2; Result: ""
185. "0Hrv", Hash=88; Replacements: 9 (5-244  -53 f-92 E-179 C-127 t-34 6-142 J-15 X-188); Result: [48 72 114 118]
186. "ymY YF RmLnChAct", Hash=85.625; Replacements: 8 (W-208 v-105 Q-104 h-80 9-94 7-16 5-55 p-239); Result: [121 109 89 32 89 70 32 82 109 76 110 67 80 65 99 116]
187. "4n0RRJjgWNthSRA", Hash=84.8; Replacements: 20 (X-86 N-78 8-124 f-74 e-47 t-224 3-88 s-204 l-201  -75 z-217 o-71 c-96 B-187 U-162 k-161 7-155 2-118 1-69 H-237); Result: [52 110 48 82 82 74 106 103 87 78 224 104 83 82 65]
188. "aJ9Ck9kXVITI", Hash=80.8333; Replacements: 11 (6-12 D-84 E-250 C-195 a-207 7-116 0-217 8-132 i-244 e-175 2-170); Result: [207 74 57 195 107 57 107 88 86 73 84 73]
189. "zjGQGdvdKjcq7zC", Hash=93.7333; Replacements: 17 (N-181 e-121 w-200 H-106 g-214 R-252 P-68 i-135 S-199 T-30 d-159 q-87 a-85 s-210 K-83 D-51 A-75); Result: [122 106 71 81 71 159 118 159 83 106 99 87 55 122 67]
190. "eqtnuIJgXtTbLykfx2 j", Hash=95.35; Replacements: 15 (6-38 w-86 p-101 M-232 F-224 t-107 Q-162 u-158 Y-174 D-25 a-65 n-76 B-157 l-41 C-181); Result: [101 113 107 76 158 73 74 103 88 107 84 98 76 121 107 102 120 50 32 106]
191. "z02KmSlWXn4fmPXC70k", Hash=83.5789; Replacements: 17 (x-h T-l e-d 6-w O-J w-f 7-t Z-Q D-X m-k V-0 n-N s-7 R-a S-2 3-D p-9); Result: "z02Kk2lWXN4fkPXCt0k"
192. "cxHoLbn8pWHq", Hash=93.8333; Replacements: 15 (a-71 p-155 c-77 d-122 Y-168 J-113 9-253 L-118 B-82 K-241 Z-197 i-30 C-111 A-65 R-104); Result: [77 120 72 111 118 98 110 56 155 87 72 113]
193. "38GIdel", Hash=80; Replacements: 13 (B-214 u-85 S-168 x-73 K-66 I-230 g-183 5-13 M-205 9-109 V-116 o-82 q-203); Result: [51 56 71 230 100 101 108]
194. "jXDY9WOXCPNiK", Hash=82.0769; Shift: 10; Result: "©ae‰]=aA9•-"
195. "r1uhhMJ", Hash=91.2857; Shift: 3; Result: "ìâ´CCjR"
196. "j6rQxhgV", Hash=96; Shift: 13; Result: "M∆N*Ï "
197. "BzuG9TeChYX9ksQK2M ", Hash=82.1053; Replacements: 8 (j-V W-N G-k S-n K-8 7-6 L-  0-U); Result: "Bzuk9TeChYX9ksQ82M "
198. "zHuGGEx88br4RdDYYW", Hash=85.1667; Shift: 5; Result: "O	ÆËË®LNÜJåà++Í"
199. "WCOQYDvktcBE", Hash=87.1667; Replacements: 2 (q-94 O-49); Result: [87 67 49 81 89 68 118 107 116 99 66 69]
200. "rKfsZUA", Hash=92.2857; Replacements: 2 (T-71 s-135); Result: [114 75 102 135 90 85 65]
201. "E3DzvAa", Hash=84.2857; Shift: 6; Result: "QÃûùPX"
202. "RbOSzF9WRc", Hash=85.9; Shift: 7; Result: ")1ß©=#ú´)±"
203. "Aguqy", Hash=103.8; Replacements: 18 (d-b  -6 z-Z L-F n-q 5-m 3-G i-s u-R Q-4 K-r j-S G-A T-y V-n R-l b-N 8-E); Result: "AgRqy"
204. "5QqW9", Hash=78.2; Shift: 2; Result: "‘E≈]‰"
205. "GZdmnDeQBXVMI", Hash=86.1538; Shift: 5; Result: "ËKå≠Õà¨*H ©)"
206. "mnUk8C", Hash=89; Replacements: 11 (7-c o-o 1-6 2-M p-C D-r 8-I  -8 r-O T-Q f-E); Result: "mnUkIC"
207. "2G5Ku", Hash=73.2; Shift: 14; Result: "å—M“]"
208. "heoeUOBqv7RFq8z5W5", Hash=87.1667; Replacements: 19 (u-r i-1 g-0 d-a o-Q M-  c-N z-v w-o 2-M R-P D-y p-L a-s y-q S-5 B-p X-m 4-B); Result: "heQeUOpqv7PFq8v5W5"
209. "fdVj8HCVRiuOuup9q43A", Hash=87.1; Replacements: 5 (a-51 n-38 Y-66 e-130 i-248); Result: [102 100 86 106 56 72 67 86 82 248 117 79 117 117 112 57 113 52 51 65]
210. "CIvB", Hash=81; Replacements: 5 (u-h y-q e-v Y-V b-2); Result: "CIvB"
211. "kEJ", Hash=83.3333; Replacements: 10 (i-b h-X A-j 4-8 a-T T-h J-2 P-e Y-9 b-Y); Result: "kE2"
212. "", Hash=0; Shift: 10; Result: ""
213. "jcvJVCNhdldJAfYd1r", Hash=90.7222; Replacements: 14 (e-3 N-k D-g 8-s Z-J 4-6 b-e U-H z-  m-i Q-C d-8 A-G T-M); Result: "jcvJVCkh8l8JGfY81r"
214. "il2AxNR3q", Hash=85.7778; Shift: 12; Result: "ñ∆#á‰%3"
215. "TJK", Hash=77.6667; Shift: 10; Result: "Q)-"
216. "aUIS", Hash=84.5; Shift: 3; Result: "™Jö"
217. "yjJUVmPxLHNw7FPldL", Hash=89.7222; Replacements: 4 (z-111 x-230 E-154 p-245); Result: [121 106 74 85 86 109 80 230 76 72 78 119 55 70 80 108 100 76]
218. "ah", Hash=100.5; Replacements: 18 (J-T F-b O-u X-m T-A 8-w d-R b-D q-O y-M f-4 W-z N-y C-q H-c 9-k Y-s x-P); Result: "ah"
219. "T", Hash=84; Replacements: 13 (N-105 i-123 f-228 H-245  -237 x-101 L-193 V-154 K-215 l-196 y-42 2-66 m-55); Result: [84]
220. "iH", Hash=88.5; Replacements: 17 (r-204 N-203 W-43 4-167 Q-76 l-47 8-7 G-10 9-155 u-6 k-33 p-182  -27 y-131 J-95 w-169 b-66); Result: [105 72]
221. "f2hUNSH0IRw11Umm sb", Hash=81.1579; Shift: 2; Result: "ô»°U9M!¿%I›ƒƒUµµÄÕâ"
222. "08b7meFXqAAV5uC", Hash=79.4; Replacements: 11 (2-0 w-c U-i l-S 8-d 6-P r-p t-K n-o L-f Y-9); Result: "0db7meFXqAAV5uC"
223. "WoNnSqeXmpDTUrDs4HMF", Hash=89.85; Replacements: 20 (F-a E-4 y-u m-6 B-g 0-k 3-x N-f D-t h-q O-N d-W n-d i-w 8-E c-o 9-5 Z-A q-8 5-j); Result: "WofdS8eX6ptTUrts4HMa"
224. "", Hash=0; Replacements: 0 (); Result: []
225. "e4qmsqrO", Hash=99.5; Replacements: 2 (y-190 l-200); Result: [101 52 113 109 115 113 114 79]
226. "iYiMsP2Cb mNeDbygOg", Hash=88.3158; Replacements: 17 (G-6 c-m S-9 3-o B-G A-J R-1 q-v Y-F V-e n-S v-3 P-Z u-A l-h k-s U-g); Result: "iFiMsZ2Cb mNeDbygOg"
227. " Zinw2QrabnR1JdE", Hash=86.25; Replacements: 1 (h-T); Result: " Zinw2QrabnR1JdE"
228. "u", Hash=117; Replacements: 7 (j-26 o-104 9-98 S-42 a-68 B-14 D-57); Result: [117]
229. "u29aSoALsiYCFBxzJ", Hash=87.2941; Replacements: 5 (y-206 b-191 J-216 X-27 Z-59); Result: [117 50 57 97 83 111 65 76 115 105 89 67 70 66 120 122 216]
230. "9giAJItyL9cGL5 PAgck", Hash=81.6; Replacements: 5 (v-2 F-4 N-u 2-j V-3); Result: "9giAJItyL9cGL5 PAgck"
231. "SNc4XSGAWNBHVcb", Hash=80.3333; Shift: 4; Result: "5‰6CÖ5tu‰$Ñe6&"
232. "7OKfDQYo9Ny1oFQ9", Hash=80.25; Replacements: 4 (0-35 P-89 Q-197 T-40); Result: [55 79 75 102 68 197 89 111 57 78 121 49 111 70 197 57]
233. "QIzDyt98JSrx", Hash=90.4167; Replacements: 18 (q-141 4-234 6-168 v-192 g-149 k-250 X-72 B-126 H-197 Z-233 b-59 F-201 d-133 l-213 P-251 G-96 8-65 7-191); Result: [81 73 122 68 121 116 57 65 74 83 114 120]
234. "0E7T", Hash=64; Shift: 14; Result: "QÕ"
235. "v aIEkCC1", Hash=75.4444; Replacements: 15 (Q-137 p-178 B-119 X-226 e-111 n-110 T-98 7-224 0-66 O-124 K-217 G-86 k-47 j-45 P-169); Result: [118 32 97 73 69 47 67 67 49]
236. "ZW06GeGWiU40PoliKLNz", Hash=82.7; Shift: 15; Result: "-´£≤£´¥™(∑6¥•&'="
237. "zj687Hq", Hash=82.5714; Replacements: 19 (z-248 y-208 W-94 f-82 L-22 p-133 D-167 S-156 H-56 a-49 s-174 J-19 c-54 P-231 w-204 0-81 v-160 o-36 1-180); Result: [248 106 54 56 55 56 113]
238. "vTo9QwnBfjB t8jjt", Hash=91.2941; Replacements: 7 (n-8 5-N d-L o-v U-B j-f T-7); Result: "v7v9Qw8BffB t8fft"
239. "UcGb2NXV3zAXkLn", Hash=84.9333; Replacements: 3 (i-80 j-75 e-239); Result: [85 99 71 98 50 78 88 86 51 122 65 88 107 76 110]
240. "2joLgmDcUlwhwoktmfw", Hash=101.105; Replacements: 17 (C-158 5-177 X-28 o-36 g-49 l-7 T-227 N-223 u-156 d-64 y-43 w-73 G-139 s-69 B-123 J-33 b-160); Result: [50 106 36 76 49 109 68 99 85 7 73 104 73 36 107 116 109 102 73]
241. "YwvL", Hash=100.5; Replacements: 6 (D-150 I-160 m-64 M-191 l-132 B-167); Result: [89 119 118 76]
242. "oolHII5bUfWBXkcto", Hash=91.7647; Replacements: 8 (V-K 4-j J-Z D-q K-S 0-h y-w I-X); Result: "oolHXX5bUfWBXkcto"
243. "xh", Hash=112; Replacements: 6 (p-G v-A k-T r-j I-U y-6); Result: "xh"
244. "X3ZyKAJnTYhxy", Hash=91.6923; Replacements: 4 (N-3 9-4 s-m j-6); Result: "X3ZyKAJnTYhxy"
245. "HRq4CIROkv7", Hash=81.8182; Replacements: 7 (S-194 k-149 1-144 V-178 P-143 q-8 4-243); Result: [72 82 8 243 67 73 82 79 149 118 55]
246. "", Hash=0; Shift: 2; Result: ""
247. "HIRjgIiEG", Hash=83.7778; Replacements: 18 (8-X 0-K d-6 h-h a-f 9-W c-U A-R r-S f-T I-e o-C k-c u-m X-A U-H E-l z-I); Result: "HeRjgeilG"
248. "FI3dX75N2Y3iO8kE1Pb", Hash=73.7368; Shift: 16; Result: "FI3dX75N2Y3iO8kE1Pb"
249. "OF7RF9TE9XhNHHOVXs18", Hash=75.5; Replacements: 19 (p-W A-N L-n U-P z-K b-y k-S M-p o-Z x-w t-3 j-L O-t c-0 s-r S-f T-m V-F e-v); Result: "tF7RF9mE9XhNHHtFXr18"
250. "oHMgoz", Hash=99.3333; Replacements: 20 (E-73 d-221 h-23 T-194 x-38 3-26 G-143 0-2 X-237 r-192 6-193 W-137 J-97 U-62 M-63 c-58 l-214 y-196 i-20 s-122); Result: [111 72 63 103 111 122]
251. "uU", Hash=101; Shift: 6; Result: "]U"
252. "FscWCRh1NgY dzwfbr", Hash=90.5556; Replacements: 16 (2-U s-J h-o R-e 4-k r-z N-9 K-h X-0 3-f v-x S-Q D-W L-8 0-N x-m); Result: "FJcWCeo19gY dzwfbz"
253. "m7X6GMEw W", Hash=76.1; Replacements: 19 (V-75 l-253 I-137 8-148 T-224 c-1 q-245 1-183 J-34 D-178 M-28 W-192 A-24 f-208 t-21 x-126 y-56 0-41 H-27); Result: [109 55 88 54 71 28 69 119 32 192]
254. "o", Hash=111; Replacements: 4 (F-Y z-S x-1 H-E); Result: "o"
255. "Ivn0YkQzPDkRBsGqQk", Hash=91; Replacements: 9 (G-95 y-30 5-246 U-152 E-117 P-185 2-151 x-32 B-231); Result: [73 118 110 48 89 107 81 122 185 68 107 82 231 115 95 113 81 107]
256. "z3AXP", Hash=81.2; Replacements: 20 (q-175  -112 c-161 H-238 Y-63 M-51 B-55 W-184 u-227 F-108 d-155 S-180 D-252 6-83 t-79 o-172 O-120 K-148 3-159 h-13); Result: [122 159 65 88 80]
257. "cmTgaLZSiz", Hash=96.8; Replacements: 1 (x-180); Result: [99 109 84 103 97 76 90 83 105 122]
258. "LglmDMN7jdcq6d84vl", Hash=87.7778; Replacements: 15 (2-53 D-66 j-167 O-97 8-83 z-214 S-89 6-161  -82 b-188 g-185 a-244 7-18 e-22 k-106); Result: [76 185 108 109 66 77 78 18 167 100 99 113 161 100 83 52 118 108]
259. "03B2D", Hash=56.6; Shift: 4; Result: "3$#D"
260. "4329IbHoFJy11YDb9C", Hash=72.5556; Replacements: 9 ( -3 B-k j-E 5-  s-R 1-Z C-4 D-y 4-n); Result: "n329IbHoFJyZZYyb94"
261. "PRBBLP06708zY8nYPUp", Hash=76.5263; Shift: 17; Result: "†§ÑÑò†`ln`pÙ≤p‹≤†™‡"
262. "V9xzqaGfolKdZiWuL", Hash=96.2941; Replacements: 12 (C-c f-0 I-Y M-K r-E d-6 h-9 D-g 4-7 g-W W-e K-p); Result: "V9xzqaG0olp6ZieuL"
263. "zHkF", Hash=92.75; Replacements: 5 (o-d q-8 2-W 4-r A-G); Result: "zHkF"
264. "MoHBi iAD0dz7X0dFikO", Hash=81.15; Replacements: 9 (Z-247 O-140 1-173 x-233 t-176 F-3 n-9 Y-174 2-208); Result: [77 111 72 66 105 32 105 65 68 48 100 122 55 88 48 100 3 105 107 140]
265. "XhRYv", Hash=96.2; Replacements: 10 (h-202 j-252 V-244 M-201 O-77 Z-55 i-34 c-157 Y-128 6-223); Result: [88 202 82 128 118]
266. "7eyJl5P2EXsablNJ", Hash=85.5625; Replacements: 0 (); Result: "7eyJl5P2EXsablNJ"
267. "JFJU", Hash=75.75; Replacements: 15 (L-124 R-171 m-48 V-137 6-2 i-15 Y-160 X-4 2-197 5-79 k-139 K-113 x-102 7-105 C-233); Result: [74 70 74 85]
268. " AyzXt0GLjs", Hash=87.2727; Replacements: 1 (2-72); Result: [32 65 121 122 88 116 48 71 76 106 115]
269. "1XBGB2DbwfUsgA", Hash=81.7857; Replacements: 19 (2-57 a-248 k-255 o-101 O-10 z-20 F-251 g-249 K-242 i-98 I-191 9-83  -159 f-154 V-164 P-146 t-165 N-185 E-169); Result: [49 88 66 71 66 57 68 98 119 154 85 115 249 65]
270. "", Hash=0; Replacements: 20 (z-y G-f l-6 q-m 9-J 4-Q C-k B-  7-g D-0 I-j S-A x-X M-q L-L 8-h R-K c-p 1-8 X-s); Result: ""
271. "", Hash=0; Shift: 19; Result: ""
272. "Uc", Hash=92; Replacements: 0 (); Result: [85 99]
273. "b", Hash=98; Shift: 0; Result: "b"
274. "SW1", Hash=73; Shift: 18; Result: "M]ƒ"
275. "oiuFr114S", Hash=83.3333; Replacements: 4 (2-9 d-L e-d z-a); Result: "oiuFr114S"
276. "lU5AdVL", Hash=81.8571; Shift: 18; Result: "±U‘ëY1"
277. "b8tWvX7SESxHzbok", Hash=92.6875; Shift: 1; Result: "ƒpËÆÏ∞n¶ä¶êÙƒﬁ÷"
278. "QE33OLV", Hash=70.4286; Replacements: 7 (Q-46 s-119 5-213 r-137 C-255 T-60 0-36); Result: [46 69 51 51 79 76 86]
279. "ScBziD", Hash=90.5; Replacements: 5 (z-43 Y-209 W-181 e-53 b-28); Result: [83 99 66 43 105 68]
280. "K1nW", Hash=80.25; Replacements: 15 (j-Z m-S u-j l-x T-q P-8 4-t k-k d-6 z-v D-H n-r y-A a-V g-f); Result: "K1rW"
281. "v4FWdfQITjgWf", Hash=89.6154; Replacements: 15 (M-k N-Q f-c 9-  1-t E-z 3-8 L-G m-v y-O z-J R-r q-x X-5 r-u); Result: "v4FWdcQITjgWc"
282. "iZ15t", Hash=82.6; Replacements: 1 (E-m); Result: "iZ15t"
283. "EIu4Y0YnnFCAjGMF", Hash=80.1875; Replacements: 0 (); Result: [69 73 117 52 89 48 89 110 110 70 67 65 106 71 77 70]
284. "GPbxBHkdoU", Hash=91; Replacements: 0 (); Result: "GPbxBHkdoU"
285. "R7L", Hash=71; Replacements: 9 (k-a I-e 9-w N-Y q-L M-9 d-h  -R 3-7); Result: "R7L"
286. "WY1EuAjtTQvjtjv1Dd", Hash=91.3333; Shift: 4; Result: "uïTW¶GEg¶G¶gDF"
287. "f7GD3f9cw tnN", Hash=81.5385; Replacements: 16 (D-33 m-71  -159 e-248 F-70 P-192 b-89 M-44 w-136 o-229 N-186 c-123 2-167 U-101 Y-131 W-225); Result: [102 55 71 33 51 102 57 123 136 159 116 110 186]
288. "ouKLKDSqRA2agH3ALsfW", Hash=84.15; Replacements: 3 (X-5 2-e y-U); Result: "ouKLKDSqRAeagH3ALsfW"
289. "3G7fq4", Hash=74; Replacements: 0 (); Result: [51 71 55 102 113 52]
290. "hv6Dya4hDReiz0FNZTB", Hash=85.8947; Replacements: 8 (H-136 m-65 P-146 E-178 c-138 S-164 a-158 0-185); Result: [104 118 54 68 121 158 52 104 68 82 101 105 122 185 70 78 90 84 66]
291. "k", Hash=107; Shift: 15; Result: "µ"
292. "Fe1", Hash=73.3333; Replacements: 18 (i-C q-z r-j O-m 2-W B-7 g-A e-6 F-O s-8 C-h 3-v I-L n-G h-g u-R m-S Z-N); Result: "O61"
293. "DkfU2wtnuq6VIgTWLt", Hash=92.5556; Replacements: 8 (z-210 Q-22 g-237 O-219 U-224 4-45 J-26 P-12); Result: [68 107 102 224 50 119 116 110 117 113 54 86 73 237 84 87 76 116]
294. "y", Hash=121; Shift: 20; Result: "ó"
295. "z0w2vYVUFyV8FC9xK", Hash=84.6471; Shift: 13; Result: "OÓFŒ+ ™»/ »h'i"
296. "lpbbL3gRn9HfbO", Hash=89; Shift: 12; Result: "∆&&ƒ3v%ÊìÑf&Ù"
297. "HhGqt99iGujJ8vL35OJ", Hash=82.6316; Shift: 11; Result: "BC:ã£……K:´SR¡≥bô©zR"
298. "tt", Hash=116; Replacements: 10 (G-5 C-f X-v d-S c-F 8-s E-D J-4 F-J P-I); Result: "tt"
299. "BJ", Hash=70; Replacements: 19 (V-y T-j t-Z Z-S v-H O-b P-G x-2 B-z h-0 y-x X-a 5-P o-Q 7-i f-e u-  e-t l-m); Result: "zJ"
300. "tek88RusH", Hash=91.3333; Shift: 13; Result: "é¨mJÆn	"
301. "ZZ", Hash=90; Replacements: 16 (Z-f F-Y v-8 y-Z 5-t D-j q-w n-b C-x I-m g-C d-g K-1 o-O U-5 f-A); Result: "ff"
302. "NWg", Hash=89.3333; Replacements: 15 (A-111 R-240 a-38 N-74 6-220 i-159 k-55 5-69 s-225 z-190 I-97 Z-210 0-100 g-28 f-3); Result: [74 87 28]
303. "j1lL0sNo", Hash=86.375; Replacements: 9 (U-68 W-31 m-1 p-150 9-32 r-50 X-36 C-54 z-250); Result: [106 49 108 76 48 115 78 111]
304. "3seKbO7eUsH", Hash=86.0909; Replacements: 1 (M-215); Result: [51 115 101 75 98 79 55 101 85 115 72]
305. "xWH2CYrq", Hash=89; Replacements: 2 (s-g m-R); Result: "xWH2CYrq"
306. "1ucDl5HTR9dyMnh9 ", Hash=81.7647; Replacements: 1 (m-179); Result: [49 117 99 68 108 53 72 84 82 57 100 121 77 110 104 57 32]
307. "Ik4H7R9m2Zz", Hash=79; Shift: 15; Result: "§µ$õ)ú∂-="
308. "ISlvwk No", Hash=92.1111; Replacements: 7 (m-81 8-32 T-189 z-118 v-211 l-1 o-73); Result: [73 83 1 211 119 107 32 78 73]
309. "8pU6H B4zzpGRLUmC", Hash=80.8824; Shift: 18; Result: "‡¡Uÿ!Ä	–ÈÈ¡I1Uµ"
310. "zVi ik 9MsrFdi3hp", Hash=87.8824; Shift: 16; Result: "zVi ik 9MsrFdi3hp"
311. "hG0XwwYDZQTUE", Hash=85.7692; Shift: 5; Result: "ËÓÓ+àK*ä™®"
312. "1UnGeHXHlVmoOjzDKV", Hash=88.7778; Replacements: 6 (g-123 1-51 y-99 9-142 m-222 G-177); Result: [51 85 110 177 101 72 88 72 108 86 222 111 79 106 122 68 75 86]
313. "co0z03mQ1dpYb9 zG2", Hash=80.5; Replacements: 6 (A-1 a-8 9-k j-T D-A u-6); Result: "co0z03mQ1dpYbk zG2"
314. "e4r", Hash=89; Shift: 3; Result: "+°ì"
315. "5Blv5HF0eEs2", Hash=76.9167; Replacements: 3 (J-225 w-3 K-52); Result: [53 66 108 118 53 72 70 48 101 69 115 50]
316. "APt14hi", Hash=81.5714; Shift: 16; Result: "APt14hi"
317. "", Hash=0; Shift: 14; Result: ""
318. "cmUa1cZaerxool", Hash=99.2857; Shift: 16; Result: "cmUa1cZaerxool"
319. "k", Hash=107; Replacements: 17 (I-Y R-u 8-Q r-k w-2 W-h 0-n D-J y-w Z-R O-s v-P s-b 1-E H-l C-K f-F); Result: "k"
320. "4r4hNcxkgWk4Df0", Hash=86.2; Replacements: 12 (L-174 P-218 A-164 m-49 9-248 n-255 C-35 T-16 o-195 q-144 a-214 b-230); Result: [52 114 52 104 78 99 120 107 103 87 107 52 68 102 48]
321. "wV", Hash=102.5; Shift: 17; Result: "Ó¨"
322. "BiXw5AfXohvchJnFUH", Hash=90.7222; Replacements: 4 (m-I P-0 H-i S-4); Result: "BiXw5AfXohvchJnFUi"
323. "KdHa9hrYZQa", Hash=88.7273; Replacements: 14 (T-119 s-170 3-220 O-230 h-38 Y-211 2-113 e-189 g-239 S-142 j-28 l-212 E-204 x-109); Result: [75 100 72 97 57 38 114 211 90 81 97]
324. "zR", Hash=102; Replacements: 16 (q-109 3-108 x-56 t-240 y-78 W-92 j-247 d-45 1-97 L-2 s-84 Z-25 J-12 S-88 9-248 E-13); Result: [122 82]
325. "GgteXpi2", Hash=93.25; Shift: 8; Result: "GgteXpi2"
326. "p SRCDL3RLQCYA5h1p", Hash=74.9444; Replacements: 17 (I-52 M-194 g-62 s-102 F-103 Z-119 7-85 V-59 9-163 2-168 W-64  -61 Y-35 d-23 y-58 x-151 L-131); Result: [112 61 83 82 67 68 131 51 82 131 81 67 35 65 53 104 49 112]
327. "77dp8cKnRMI", Hash=81.2727; Replacements: 16 (w-C u-o X-f  -A D-x 9-e 0-T b-7 8-P e-v y-l S-p k-U E-1 n-u J-g); Result: "77dpPcKuRMI"
328. "AbmTcyCM2L05I5I", Hash=76.4; Replacements: 2 (e-I g-1); Result: "AbmTcyCM2L05I5I"
329. "D", Hash=68; Replacements: 4 (z-l d-V p-o 3-3); Result: "D"
330. "rxzN", Hash=108.5; Shift: 12; Result: "'áß‰"
331. "GnBySCY22", Hash=78.5556; Replacements: 10 (K-141 Q-16 N-218 L-86 9-53 g-102 5-195 u-231 b-168 B-112); Result: [71 110 112 121 83 67 89 50 50]
332. "J6enLRbJ7BbPoF9MP3", Hash=78.5556; Replacements: 8 (3-192 s-216 x-211  -167 o-191 E-38 N-90 G-210); Result: [74 54 101 110 76 82 98 74 55 66 98 80 191 70 57 77 80 192]
333. "ur2yI2MIv5QDLqxj9", Hash=86.2941; Replacements: 0 (); Result: [117 114 50 121 73 50 77 73 118 53 81 68 76 113 120 106 57]
334. "3z5Fmtxbw", Hash=95.3333; Replacements: 5 (F-48 J-202 q-191 8-53 L-207); Result: [51 122 53 48 109 116 120 98 119]
335. "R", Hash=82; Replacements: 14 (1-5 z-i J-d q-K 2-C B-N d-S 9-Q 4-e K-W n-R h-u X-T A-L); Result: "R"
336. "13wlEuYpl1XnTF", Hash=87.3571; Replacements: 14 (U-106 G-52 i-123 K-46 k-79 e-1 5-147 S-100 D-162  -102 a-209 7-205 I-85 F-95); Result: [49 51 119 108 69 117 89 112 108 49 88 110 84 95]
337. "nyfQ2B", Hash=88.3333; Replacements: 13 (S-J f-R 0-6 7-S 9-P D-b I-Q O-O T-9 p-p Z-t i-s 4-u); Result: "nyRQ2B"
338. "UOhxFrNyhFTkmM7HU", Hash=90.2353; Replacements: 18 (A-A t-a W-D c-p b-f w-3 p-P 3-1 D-M o-v k-z U-8 8-i 0-  I-X X-T e-R J-6); Result: "8OhxFrNyhFTzmM7H8"
339. "OeXVabCuVR", Hash=90.1; Replacements: 17 (k-E s-B D-v E-6 K-M N-t m-0 d-Y i-k r-7 t-j j-4 V-p 1-1 2-g C-  R-l); Result: "OeXpab upl"
340. "AzqtxUIYpmVL", Hash=97.1667; Replacements: 20 (o-n 5-D G-p Z-C Y-4 7-m W-a P-8 8-E j-e d-5 m-k i-w l-6 A-G K-F s-j I-t O-3 3-s); Result: "GzqtxUt4pkVL"
341. " y2kmU8thHzPnMiVVlwr", Hash=92.95; Shift: 1; Result: "@Úd÷⁄™pË–êÙ†‹ö“¨¨ÿÓ‰"
342. "Tja", Hash=95.6667; Replacements: 7 ( -62 U-123 F-49 C-59 H-77 M-115 5-147); Result: [84 106 97]
343. "dts4W67WdT5zLJi5JGB", Hash=81.2632; Replacements: 7 (E-o 0-8 l-e H-d e-7 R-  W-a); Result: "dts4a67adT5zLJi5JGB"
344. "MH0hnTA0nZ", Hash=80.8; Replacements: 2 (i-T Y-h); Result: "MH0hnTA0nZ"
345. "Nc", Hash=88.5; Shift: 17; Result: "ú∆"
346. "CN6ElqBm3", Hash=79.4444; Replacements: 5 (F-188 1-66 2-157 h-227  -238); Result: [67 78 54 69 108 113 66 109 51]
347. "C1W5srIkb", Hash=84.7778; Replacements: 2 (d-Z T-J); Result: "C1W5srIkb"
348. "OD3Hv", Hash=77.6; Replacements: 2 (c-107 n-183); Result: [79 68 51 72 118]
349. "ELN", Hash=74.3333; Replacements: 18 (2-R 4-r w-M O-C B-t V-S 3-1 y-6 0-d  -2 s-l F-F 5-y R-H z-b M-z v-x K-B); Result: "ELN"
350. "nc", Hash=104.5; Shift: 0; Result: "nc"
351. "96xyhUzBMV9s", Hash=88.6667; Shift: 5; Result: "'∆/™OH© 'n"
352. "NjwgdIL6KpWd", Hash=90.25; Shift: 10; Result: "9©›ùë%1ÿ-¡]ë"
353. "", Hash=0; Replacements: 4 (Z-46 a-55 A-4 0-132); Result: []
354. "e", Hash=101; Replacements: 1 (v-70); Result: [101]
355. "gkbbf3R9nQ0d3", Hash=83.6923; Replacements: 20 (d-3 f-114 W-247 l-151 g-103 K-97 S-58 6-239 0-108 p-50 G-20 N-44 h-29  -117 P-225 C-236 H-244 4-92 t-161 y-242); Result: [103 107 98 98 114 51 82 57 110 81 108 3 51]
356. "BPBaB", Hash=75; Shift: 13; Result: "H
H,H"
357. "cV77Lu45 ", Hash=69.4444; Replacements: 18 (x-211 9-167 6-236 u-91 f-36 C-74 B-20 M-41 3-6 8-60 K-56 4-169 X-171 l-45 V-120 U-118 y-79 o-57); Result: [99 120 55 55 76 91 169 53 32]
358. "G5fqNqeY6okK0qM", Hash=87; Replacements: 16 (t-166 M-96 n-50 u-141 C-1 0-8 8-14 d-209 3-70 1-243 T-48 X-115 m-36 W-20 K-179 Z-128); Result: [71 53 102 113 78 113 101 89 54 111 107 179 8 113 96]
359. "o0NgQ0e8XC8kRTcdpB", Hash=82.6111; Replacements: 10 (z-f l-E x-g F-o U-z m-9 w-X y-t X-H u-G); Result: "o0NgQ0e8HC8kRTcdpB"
360. "OqcPBfj1ZquA8SGxKuik", Hash=90.65; Replacements: 0 (); Result: "OqcPBfj1ZquA8SGxKuik"
